sector,symbol,company,announcement_id,date,fiscal_year,title,source_url,attachment_url,file
Commercial Banks,NIMB,Nepal Investment Mega Bank Limited,67435,2026-09-16,083-084,"Nepal Investment Mega Bank Limited has published a notice regarding new interest rate on deposits, loans and advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67435,https://images.merolagani.com//Uploads/Repository/639251495250546612.gif,Commercial Banks/NIMB - Nepal Investment Mega Bank Limited/2026-09-16_NIMB_67435.gif
Commercial Banks,NMB,NMB Bank Limited,67434,2026-09-16,083-084,"NMB Bank Limited has published a notice regarding new interest rate on deposit and loan products which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67434,https://images.merolagani.com//Uploads/Repository/639251392803077083.gif,Commercial Banks/NMB - NMB Bank Limited/2026-09-16_NMB_67434.gif
Commercial Banks,PCBL,Prime Commercial Bank Ltd.,67433,2026-09-16,083-084,"Prime Commercial Bank Limited has published a notice regarding new interest rate on deposit and lending rates which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67433,https://images.merolagani.com//Uploads/Repository/639251399380764446.gif,Commercial Banks/PCBL - Prime Commercial Bank Ltd/2026-09-16_PCBL_67433.gif
Commercial Banks,PRVU,Prabhu Bank Limited,67432,2026-09-16,083-084,"Prabhu Bank Limited has published a notice regarding new interest rate on deposit and lending rates which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67432,https://images.merolagani.com//Uploads/Repository/639251469322640583.gif,Commercial Banks/PRVU - Prabhu Bank Limited/2026-09-16_PRVU_67432.gif
Commercial Banks,RBB,Rastriya Banijya Bank Limited,67430,2026-09-16,083-084,"Rastriya Banijya Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67430,https://images.merolagani.com//Uploads/Repository/639251397729856069.gif,Commercial Banks/RBB - Rastriya Banijya Bank Limited/2026-09-16_RBB_67430.gif
Commercial Banks,SANIMA,Sanima Bank Limited,67429,2026-09-16,083-084,"Sanima Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67429,https://images.merolagani.com//Uploads/Repository/639251473621869663.gif,Commercial Banks/SANIMA - Sanima Bank Limited/2026-09-16_SANIMA_67429.gif
Commercial Banks,SBI,Nepal SBI Bank Limited,67428,2026-09-16,083-084,"Nepal SBI Bank Limited has published a notice regarding new interest rate on deposits, loans & advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67428,https://images.merolagani.com//Uploads/Repository/639251390347514439.gif,Commercial Banks/SBI - Nepal SBI Bank Limited/2026-09-16_SBI_67428.gif
Commercial Banks,SBL,Siddhartha Bank Limited,67427,2026-09-16,083-084,"Siddhartha Bank Limited has published a notice regarding the new interest rate on deposits, loans and advances which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67427,https://images.merolagani.com//Uploads/Repository/639251418508388980.gif,Commercial Banks/SBL - Siddhartha Bank Limited/2026-09-16_SBL_67427.gif
Commercial Banks,SCB,Standard Chartered Bank Limited,67426,2026-09-16,083-084,"Standard Chartered Bank Nepal Limited has published a notice regarding new interest rate on deposit and lending rates which is going to be effective from Ashwin 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=67426,https://images.merolagani.com//Uploads/Repository/639251390102071021.gif,Commercial Banks/SCB - Standard Chartered Bank Limited/2026-09-16_SCB_67426.gif
Commercial Banks,ADBL,Agriculture Development Bank Limited,66818,2026-08-16,083-084,"Agricultural Development Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66818,https://images.merolagani.com//Uploads/Repository/639224592713298960.gif,Commercial Banks/ADBL - Agriculture Development Bank Limited/2026-08-16_ADBL_66818.gif
Commercial Banks,CZBIL,Citizen Bank International Limited,66817,2026-08-16,083-084,"Citizens Bank International Limited has published a notice regarding new interest rate on deposit and loan products which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66817,https://images.merolagani.com//Uploads/Repository/639224633975143724.gif,Commercial Banks/CZBIL - Citizen Bank International Limited/2026-08-16_CZBIL_66817.gif
Commercial Banks,EBL,Everest Bank Limited,66816,2026-08-16,083-084,"Everest Bank Limited has published a notice regarding new interest rate on deposit and loan products which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66816,https://images.merolagani.com//Uploads/Repository/639224615481617043.gif,Commercial Banks/EBL - Everest Bank Limited/2026-08-16_EBL_66816.gif
Commercial Banks,GBIME,Global IME Bank Limited,66815,2026-08-16,083-084,"Global IME Bank Limited has published a notice regarding new interest rate on deposit loans and advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66815,https://images.merolagani.com//Uploads/Repository/639224586251395441.gif,Commercial Banks/GBIME - Global IME Bank Limited/2026-08-16_GBIME_66815.gif
Commercial Banks,HBL,Himalayan Bank Limited,66814,2026-08-16,083-084,"Himalayan Bank Limited has published a notice regarding new interest rate on various deposit and loan products which will remain the same as of Shrawan and is going to be effective for the month of Bhadra, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66814,https://images.merolagani.com//Uploads/Repository/639224697035961433.gif,Commercial Banks/HBL - Himalayan Bank Limited/2026-08-16_HBL_66814.gif
Commercial Banks,KBL,Kumari Bank Limited,66813,2026-08-16,083-084,"Kumari Bank Limited has published a notice regarding the new interest rate on deposit, loan and advance which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66813,https://images.merolagani.com//Uploads/Repository/639224664063518987.gif,Commercial Banks/KBL - Kumari Bank Limited/2026-08-16_KBL_66813.gif
Commercial Banks,LSL,Laxmi Sunrise Bank Limited,66812,2026-08-16,083-084,"Laxmi Sunrise Bank Limited has published a notice regarding new interest rate on deposits which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66812,https://images.merolagani.com//Uploads/Repository/639224671676409745.gif,Commercial Banks/LSL - Laxmi Sunrise Bank Limited/2026-08-16_LSL_66812.gif
Commercial Banks,MBL,Machhapuchchhre Bank Limited,66811,2026-08-16,083-084,"Machhapuchchhre Bank Limited has published a notice regarding the new interest rate on Deposit and loan which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66811,https://images.merolagani.com//Uploads/Repository/639224623077175910.gif,Commercial Banks/MBL - Machhapuchchhre Bank Limited/2026-08-16_MBL_66811.gif
Commercial Banks,NABIL,Nabil Bank Limited,66810,2026-08-16,083-084,"Nabil Bank Limited published a notice regarding the new interest rate on deposits and loans which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66810,https://images.merolagani.com//Uploads/Repository/639224625063102138.gif,Commercial Banks/NABIL - Nabil Bank Limited/2026-08-16_NABIL_66810.gif
Commercial Banks,NBL,Nepal Bank Limited,66809,2026-08-16,083-084,"Nepal Bank Limited has published a notice regarding new interest rate on deposits, loans and advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66809,https://images.merolagani.com//Uploads/Repository/639224629528123121.gif,Commercial Banks/NBL - Nepal Bank Limited/2026-08-16_NBL_66809.gif
Commercial Banks,NIMB,Nepal Investment Mega Bank Limited,66808,2026-08-16,083-084,"Nepal Investment Mega Bank Limited has published a notice regarding new interest rate on deposits, loans and advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66808,https://images.merolagani.com//Uploads/Repository/639224577861737454.gif,Commercial Banks/NIMB - Nepal Investment Mega Bank Limited/2026-08-16_NIMB_66808.gif
Commercial Banks,SBI,Nepal SBI Bank Limited,66807,2026-08-16,083-084,"Nepal SBI Bank Limited has published a notice regarding new interest rate on deposits, loans & advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66807,https://images.merolagani.com//Uploads/Repository/639224607119844705.gif,Commercial Banks/SBI - Nepal SBI Bank Limited/2026-08-16_SBI_66807.gif
Commercial Banks,NICA,NIC Asia Bank Ltd.,66806,2026-08-16,083-084,"NIC Asia Bank Limited has published a notice regarding new interest rate on deposit, loan and advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66806,https://images.merolagani.com//Uploads/Repository/639224585123951395.gif,Commercial Banks/NICA - NIC Asia Bank Ltd/2026-08-16_NICA_66806.gif
Commercial Banks,NMB,NMB Bank Limited,66805,2026-08-16,083-084,"NMB Bank Limited has published a notice regarding new interest rate on deposit and loan products which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66805,https://images.merolagani.com//Uploads/Repository/639224609521194409.gif,Commercial Banks/NMB - NMB Bank Limited/2026-08-16_NMB_66805.gif
Commercial Banks,PCBL,Prime Commercial Bank Ltd.,66804,2026-08-16,083-084,"Prime Commercial Bank Limited has published a notice regarding new interest rate on deposit and lending rates which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66804,https://images.merolagani.com//Uploads/Repository/639224626156730999.gif,Commercial Banks/PCBL - Prime Commercial Bank Ltd/2026-08-16_PCBL_66804.gif
Commercial Banks,PRVU,Prabhu Bank Limited,66803,2026-08-16,083-084,"Prabhu Bank Limited has published a notice regarding new interest rate on deposit and lending rates which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66803,https://images.merolagani.com//Uploads/Repository/639224595483310176.gif,Commercial Banks/PRVU - Prabhu Bank Limited/2026-08-16_PRVU_66803.gif
Commercial Banks,RBB,Rastriya Banijya Bank Limited,66802,2026-08-16,083-084,"Rastriya Banijya Bank Limited has published a notice regarding new interest rate on deposit which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66802,https://images.merolagani.com//Uploads/Repository/639224605354050085.gif,Commercial Banks/RBB - Rastriya Banijya Bank Limited/2026-08-16_RBB_66802.gif
Commercial Banks,RBB,Rastriya Banijya Bank Limited,66801,2026-08-16,083-084,"Rastriya Banijya Bank Limited has published a notice regarding new interest rate on loan which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66801,https://images.merolagani.com//Uploads/Repository/639224605195398734.gif,Commercial Banks/RBB - Rastriya Banijya Bank Limited/2026-08-16_RBB_66801.gif
Commercial Banks,SANIMA,Sanima Bank Limited,66800,2026-08-16,083-084,"Sanima Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66800,https://images.merolagani.com//Uploads/Repository/639224587378264524.gif,Commercial Banks/SANIMA - Sanima Bank Limited/2026-08-16_SANIMA_66800.gif
Commercial Banks,SBL,Siddhartha Bank Limited,66799,2026-08-16,083-084,"Siddhartha Bank Limited has published a notice regarding the new interest rate on deposits, loans and advances which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66799,https://images.merolagani.com//Uploads/Repository/639224632733898782.gif,Commercial Banks/SBL - Siddhartha Bank Limited/2026-08-16_SBL_66799.gif
Commercial Banks,SCB,Standard Chartered Bank Limited,66798,2026-08-16,083-084,"Standard Chartered Bank Nepal Limited has published a notice regarding new interest rate on deposit and lending rates which is going to be effective from Bhadra 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66798,https://images.merolagani.com//Uploads/Repository/639224590714930042.gif,Commercial Banks/SCB - Standard Chartered Bank Limited/2026-08-16_SCB_66798.gif
Commercial Banks,SBL,Siddhartha Bank Limited,4104,2026-07-17,083-084,"Siddhartha Bank Limited has published a notice regarding the new interest rate on loans and advances which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=4104,https://images.merolagani.com//Uploads/Repository/639198717399218530.gif,Commercial Banks/SBL - Siddhartha Bank Limited/2026-07-17_SBL_4104.gif
Commercial Banks,SBI,Nepal SBI Bank Limited,66417,2026-07-16,083-084,"Nepal SBI Bank Limited has published a notice regarding new interest rate on deposits, loans & advances which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66417,https://images.merolagani.com//Uploads/Repository/639197911125601899.gif,Commercial Banks/SBI - Nepal SBI Bank Limited/2026-07-16_SBI_66417.gif
Commercial Banks,ADBL,Agriculture Development Bank Limited,66416,2026-07-16,083-084,"Agricultural Development Bank Limited has published a notice regarding new interest rate on deposit and loan which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66416,https://images.merolagani.com//Uploads/Repository/639197785536427033.jpg,Commercial Banks/ADBL - Agriculture Development Bank Limited/2026-07-16_ADBL_66416.jpg
Commercial Banks,CZBIL,Citizen Bank International Limited,66415,2026-07-16,083-084,"Citizens Bank International Limited has published a notice regarding new interest rate on deposit and loan products which is going to be effective from Shrawan 01, 2083",https://merolagani.com/AnnouncementDetail.aspx?id=66415,https://images.merolagani.com//Uploads/Repository/639197875287773667.gif,Commercial Banks/CZBIL - Citizen Bank International Limited/2026-07-16_CZBIL_66415.gif
